45,45,71,0,93,71
44,46,78,2,111,78
46,47,83,1,114,83
47,49,85,2,114,85
49,50,86,1,110,86
50,53,89,2,112,89
50,54,91,3,115,91
50,53,92,2,116,92
49,51,94,1,122,94
48,51,92,2,122,92
49,50,89,1,115,89
50,50,86,0,107,86
45,49,82,3,115,82
40,48,77,6,123,77
45,46,77,1,106,77
45,49,84,3,118,84
48,51,90,2,119,90
49,53,89,3,115,89
51,55,88,3,107,88
53,56,92,2,108,92
53,56,95,2,113,95
53,56,97,2,116,97
52,57,99,3,121,99
51,58,98,4,122,98
51,56,96,3,120,96
52,53,92,1,111,92
47,52,88,4,119,88
43,50,82,5,121,82
44,47,84,2,121,84
46,52,90,4,125,90
49,56,95,5,123,95
51,58,95,5,118,95
53,60,96,5,114,96
55,61,97,4,110,97
55,61,98,4,112,98
55,62,102,4,118,102
54,63,105,5,124,105
53,62,103,5,124,103
53,61,100,5,120,100
53,60,98,5,117,98
49,58,97,6,126,97
45,55,89,7,126,89
46,52,91,4,126,91
49,55,95,4,123,95
53,60,99,5,118,99
56,63,101,5,114,101
58,64,103,4,111,103
60,65,102,4,105,102
60,67,101,5,104,101
59,68,106,6,113,106
60,68,111,5,117,111
60,68,107,5,112,107
59,67,103,5,109,103
57,66,104,6,115,104
54,62,105,5,124,105
50,58,95,5,121,95
47,54,94,4,127,94
51,59,99,5,124,99
56,64,104,5,118,104
60,68,107,5,112,107
63,71,109,5,108,109
65,72,109,5,103,109
64,73,109,6,105,109
63,74,112,7,112,112
65,75,115,6,111,115
66,74,113,5,106,113
64,72,112,5,109,112
61,70,111,5,115,111
58,67,109,5,119,109
55,60,100,3,115,100
50,57,96,5,122,96
55,63,102,5,118,102
60,68,108,5,113,108
64,76,112,8,109,112
67,78,115,7,106,115
69,79,116,6,103,116
69,79,116,6,103,116
69,79,117,6,105,117
70,77,118,4,104,118
70,75,119,3,105,119
68,75,120,4,111,120
65,74,117,5,113,117
60,70,113,6,120,113
55,62,104,4,120,104
52,60,97,5,118,97
58,65,104,5,113,104
63,72,111,6,110,111
67,78,115,7,106,115
70,83,118,8,104,118
73,84,121,7,101,121
74,85,122,7,100,122
74,84,123,6,102,123
74,82,123,5,102,123
73,81,121,5,101,121
71,79,119,5,103,119
68,76,116,5,106,116
62,72,111,6,113,111
55,62,100,5,115,100
54,60,98,4,114,98
60,66,106,4,111,106
65,72,113,4,108,113
69,80,117,7,105,117
72,84,121,7,103,121
74,84,125,6,104,125
76,88,128,7,104,128
78,89,128,7,100,128
77,87,127,6,100,127
75,84,123,6,100,123
72,80,118,5,99,118
69,78,114,6,101,114
63,71,109,5,108,109
57,62,96,4,104,96
55,60,96,4,109,96
61,67,106,4,108,106
66,72,115,4,109,115
71,79,118,5,102,118
73,85,122,7,102,122
75,88,127,7,104,127
78,90,131,7,103,131
81,90,130,6,96,130
79,90,129,7,99,129
76,86,123,6,97,123
73,81,117,5,96,117
70,76,112,4,96,112
64,70,106,4,101,106
58,60,93,2,96,93
52,58,94,4,114,94
57,68,105,7,117,105
63,71,116,5,117,116
69,77,119,5,107,119
72,84,122,7,105,122
74,90,128,9,108,128
77,91,133,7,107,133
80,91,132,6,100,132
77,89,130,7,104,130
72,87,123,9,106,123
70,80,115,7,100,115
68,74,109,4,96,109
61,65,103,3,104,103
54,57,89,3,100,89
49,56,87,6,111,87
52,62,99,6,121,99
60,70,111,6,117,111
67,74,114,4,105,114
70,83,117,8,102,117
73,85,122,7,102,122
76,87,127,6,102,127
79,86,126,4,95,126
74,84,124,6,103,124
68,82,117,9,107,117
67,79,110,8,100,110
66,67,102,1,90,102
58,59,95,1,99,95
50,55,83,5,101,83
49,49,80,0,99,80
50,55,93,3,118,93
56,64,106,5,120,106
62,71,109,6,110,109
65,76,112,7,107,112
67,80,116,8,108,116
70,79,120,5,106,120
73,78,119,3,99,119
69,77,117,5,105,117
65,76,111,7,106,111
62,68,104,4,103,104
59,60,95,1,97,95
55,57,86,2,92,86
50,53,76,3,87,76
48,42,74,174,110,74
47,51,83,3,111,83
52,58,92,5,111,92
56,63,98,5,109,98
59,68,104,6,110,104
61,70,109,6,112,109
64,72,113,5,111,113
66,72,112,4,105,112
64,72,109,5,105,109
62,67,102,4,100,102
57,62,95,4,102,95
52,56,87,3,103,87
51,52,79,1,90,79
50,47,70,176,84,70
51,42,68,170,98,68
49,46,73,177,94,73
51,52,78,1,88,78
52,57,87,4,103,87
54,60,96,4,112,96
55,62,101,5,116,101
56,63,106,4,120,106
57,63,104,4,115,104
56,62,101,4,114,101
54,60,93,5,107,93
53,56,85,3,96,85
51,52,79,1,90,79
51,47,72,175,89,72
50,41,63,168,89,63
74,65,66,123,31,74
74,69,70,126,17,74
73,72,73,150,3,73
70,72,73,20,10,73
66,71,73,21,24,73
61,66,72,14,39,72
57,60,70,7,47,70
53,54,66,2,50,66
51,49,60,175,47,60
49,48,58,177,44,58
47,47,56,0,41,56
45,45,55,0,46,55
47,43,52,167,44,52
50,41,49,147,46,50
75,71,71,120,14,75
76,77,75,75,7,77
73,80,78,39,22,80
69,80,80,30,35,80
66,74,82,15,50,82
61,70,81,14,63,81
58,62,79,6,68,79
54,55,73,2,66,73
51,52,66,2,58,66
48,51,62,6,58,62
46,49,60,6,60,60
45,47,58,5,57,58
46,45,56,177,50,56
48,41,53,163,58,53
74,74,75,0,3,75
76,81,80,36,16,81
73,85,84,33,36,85
68,82,86,23,53,86
65,76,86,16,62,86
61,69,84,10,70,84
58,63,81,7,72,81
54,58,76,5,74,76
51,54,70,5,69,70
48,53,67,8,72,67
46,52,65,9,75,65
45,50,64,8,76,64
45,47,63,3,73,63
46,44,58,176,62,58
73,73,79,0,19,79
75,83,84,27,27,84
73,86,90,23,48,90
69,83,91,19,62,91
65,77,90,14,71,90
61,68,87,8,76,87
58,65,83,8,77,83
55,61,79,8,77,79
53,58,75,7,75,75
52,56,73,6,73,73
51,56,70,8,69,70
49,55,69,9,74,69
48,53,69,7,78,69
46,49,64,5,72,64
71,73,78,9,23,78
73,81,86,18,39,86
71,88,94,22,62,94
69,84,94,18,68,94
65,77,92,13,75,92
61,71,91,10,84,91
58,67,89,9,89,89
56,64,86,8,89,86
56,61,81,6,79,81
56,60,79,5,74,79
55,59,79,5,77,79
53,60,77,9,79,77
50,60,75,12,85,75
47,55,71,10,86,71
70,73,77,13,23,77
71,80,86,18,44,86
70,82,96,14,69,96
68,83,96,16,74,96
66,78,94,13,76,94
63,73,94,10,84,94
63,70,94,7,84,94
62,68,92,6,83,92
62,66,88,5,75,88
62,66,87,5,73,87
59,66,87,8,82,87
55,66,85,11,90,85
52,64,82,12,93,82
48,60,78,12,98,78
68,71,74,15,21,74
69,75,82,14,40,82
68,78,91,13,64,91
67,78,95,12,75,95
66,76,97,10,81,97
65,73,97,8,84,97
67,72,97,5,79,97
68,73,98,5,78,98
67,74,99,7,82,99
67,75,98,8,81,98
63,76,98,11,91,98
58,74,94,13,98,94
54,70,90,13,102,90
50,65,86,12,107,86
67,66,71,174,18,71
66,71,79,12,42,79
65,75,87,14,64,87
65,75,93,11,77,93
65,76,99,10,88,99
66,73,99,6,85,99
67,75,99,8,82,99
68,78,102,9,85,102
69,80,108,8,92,108
70,82,108,9,90,108
68,82,107,11,93,107
65,82,103,13,94,103
60,78,98,14,99,98
54,71,93,13,107,93
64,63,71,176,29,71
62,70,78,15,52,78
62,75,84,18,67,84
62,76,91,14,81,91
63,76,97,11,89,97
65,77,99,11,88,99
67,78,101,10,86,101
67,81,106,11,94,106
69,84,112,10,98,112
72,87,113,11,93,113
71,88,112,12,93,112
69,88,109,14,94,109
64,85,106,15,101,106
58,76,98,14,104,98
61,62,71,3,36,71
59,69,77,17,60,77
59,73,82,18,72,82
60,77,89,18,83,89
61,78,95,15,91,95
63,79,99,13,93,99
65,81,103,13,94,103
68,83,109,11,96,109
69,86,115,11,102,115
69,89,116,13,103,116
69,89,115,13,102,115
67,88,113,14,104,113
63,84,111,13,110,111
57,78,101,14,111,101
59,61,69,6,37,69
55,66,77,15,73,77
56,70,85,14,87,85
58,72,90,13,91,90
59,75,94,14,95,94
60,77,99,13,100,99
63,80,104,12,101,104
66,82,110,11,102,110
67,87,115,13,106,115
66,88,114,14,107,114
65,87,111,14,106,111
64,84,109,13,105,109
60,80,107,13,112,107
56,73,98,12,109,98
58,55,67,173,46,67
54,58,75,6,71,75
53,62,84,9,94,84
53,65,89,10,103,89
54,68,91,11,104,91
55,70,97,11,110,97
57,73,103,10,114,103
60,77,108,11,113,108
61,80,112,11,116,112
61,83,111,13,115,111
60,82,107,14,112,107
60,78,104,12,108,104
56,73,102,11,115,102
52,66,94,10,114,94
57,50,61,161,46,61
52,53,67,2,57,67
50,56,74,8,83,74
49,57,77,9,93,77
49,57,81,8,101,81
49,59,87,8,111,87
51,61,93,7,115,93
53,64,98,7,117,98
54,68,102,9,120,102
55,70,102,10,118,102
55,72,100,11,115,100
55,69,98,10,112,98
52,63,96,8,117,96
47,55,89,6,120,89
57,47,55,144,45,57
52,48,59,169,48,59
48,48,63,0,61,63
46,47,67,1,80,67
45,48,71,3,93,71
44,48,76,4,107,76
45,50,82,4,115,82
46,52,87,4,120,87
46,55,91,6,126,91
47,57,93,7,126,93
47,58,93,7,126,93
46,57,91,7,126,91
43,52,88,6,130,88
41,45,82,3,128,82
56,44,49,133,55,56
52,43,52,150,44,52
48,42,55,166,60,55
44,41,59,175,78,59
42,41,63,179,89,63
41,42,67,1,99,67
40,42,70,2,109,70
39,43,73,4,119,73
39,44,76,4,124,76
40,45,77,4,123,77
39,45,78,5,128,78
37,43,75,5,129,75
36,40,72,3,128,72
35,37,68,2,124,68
55,39,40,122,74,55
48,34,37,126,74,48
41,29,35,135,75,41
36,27,34,143,64,36
32,24,33,153,70,33
31,22,34,158,90,34
30,22,35,162,95,35
30,23,35,163,87,35
31,23,33,156,77,33
35,24,32,142,80,35
37,25,32,138,83,37
39,26,32,134,85,39
41,27,31,129,87,41
45,28,30,124,96,45
49,35,38,126,73,49
42,29,36,136,79,42
36,26,34,144,71,36
32,25,34,157,68,34
29,24,34,165,75,34
